"","id","type","name","zone","coordinates","lon","lat","alt"
"184","1000211","tube","South Harrow",5,"-.352211570870426400,51.564677570548550000,0",-0.352211570870426,51.5646775705485,0
"185","1000212","tube","South Kensington",1,"-.173922310883827400,51.493999872763690000,0",-0.173922310883827,51.4939998727637,0
"186","1000214","tube","South Ruislip",5,"-.398658757175952700,51.556516957971670000,0",-0.398658757175953,51.5565169579717,0
"187","1000216","tube","South Wimbledon",3,"-.191979094023124400,51.415280365884330000,0",-0.191979094023124,51.4152803658843,0
"188","1000217","tube","South Woodford",4,".027317133742799650,51.591725648273090000,0",0.0273171337427996,51.5917256482731,0
"189","1000209","tube","Southfields",3,"-.206537544055385570,51.444931327018910000,0",-0.206537544055386,51.4449313270189,0
"190","1000210","tube","Southgate",4,"-.127758393371046300,51.632319710071860000,0",-0.127758393371046,51.6323197100719,0
"191","1000215","tube","Southwark",1,"-.105091836006184110,51.503843006939000000,0",-0.105091836006184,51.503843006939,0
"192","1000218","tube","Stamford Brook",2,"-.245453795237972340,51.494796231456820000,0",-0.245453795237972,51.4947962314568,0
"193","1000219","tube","Stanmore",5,"-.303108171358637650,51.619618336838600000,0",-0.303108171358638,51.6196183368386,0
"194","1000220","tube","Stepney Green",2,"-.046458666350820540,51.521910629627830000,0",-0.0464586663508205,51.5219106296278,0
"195","1000223","tube","Stockwell",2,"-.122909311662102960,51.472166538615750000,0",-0.122909311662103,51.4721665386158,0
"196","1000226","tube","Stratford",3,"-.003195329570308264,51.541309265966866000,0",-0.00319532957030826,51.5413092659669,0
"197","1000227","tube","Sudbury Hill",4,"-.336215632044355560,51.556996189234300000,0",-0.336215632044356,51.5569961892343,0
"198","1000228","tube","Sudbury Town",4,"-.315482697033724100,51.550782456897100000,0",-0.315482697033724,51.5507824568971,0
"199","1000229","tube","Surrey Quays",2,"-.047514931071433080,51.493193457463170000,0",-0.0475149310714331,51.4931934574632,0
"200","1000230","tube","Swiss Cottage",2,"-.174759253028733900,51.543315320154384000,0",-0.174759253028734,51.5433153201544,0
"201","1000231","tube","Temple",1,"-.113703089738369980,51.510969984944460000,0",-0.11370308973837,51.5109699849445,0
"202","1000232","tube","Theydon Bois",6,".103125376663494610,51.671711317303384000,0",0.103125376663495,51.6717113173034,0
"203","1000233","tube","Tooting Bec",3,"-.159700539935752140,51.435759628808380000,0",-0.159700539935752,51.4357596288084,0
"204","1000234","tube","Tooting Broadway",3,"-.167976763305219070,51.427435389662655000,0",-0.167976763305219,51.4274353896627,0
"205","1000235","tube","Tottenham Court Road",1,"-.130870518140944360,51.516209552513860000,0",-0.130870518140944,51.5162095525139,0
"206","1000236","tube","Tottenham Hale",3,"-.060281116367504950,51.588045301521500000,0",-0.060281116367505,51.5880453015215,0
"207","1000237","tube","Totteridge & Whetstone",4,"-.179261212923982800,51.630207704762380000,0",-0.179261212923983,51.6302077047624,0
"208","1000238","tube","Tower Hill",1,"-.076353695174605170,51.510065953884120000,0",-0.0763536951746052,51.5100659538841,0
"209","1000239","tube","Tufnell Park",2,"-.137924881080636940,51.556666819988955000,0",-0.137924881080637,51.556666819989,0
"210","1000240","tube","Turnham Green",2,"-.254532982987942970,51.495111725298166000,0",-0.254532982987943,51.4951117252982,0
"211","1000241","tube","Turnpike Lane",3,"-.102792275055815370,51.590296770154760000,0",-0.102792275055815,51.5902967701548,0
"212","1000242","tube","Upminster",6,".251087116066800950,51.558889076169990000,0",0.251087116066801,51.55888907617,0
"213","1000243","tube","Upminster Bridge",6,".235771220399919740,51.558750507947340000,0",0.23577122039992,51.5587505079473,0
"214","1000244","tube","Upney",4,".101565625591421570,51.538335312488270000,0",0.101565625591422,51.5383353124883,0
"215","1000245","tube","Upton Park",3,".035273180129164805,51.535233303921100000,0",0.0352731801291648,51.5352333039211,0
"216","1000246","tube","Uxbridge",6,"-.478139472136282440,51.546496370460570000,0",-0.478139472136282,51.5464963704606,0
"217","1000247","tube","Vauxhall",1,"-.123748951030590600,51.485733376040270000,0",-0.123748951030591,51.4857333760403,0
"218","1000248","tube","Victoria",1,"-.143844854340144740,51.496342174731000000,0",-0.143844854340145,51.496342174731,0
